12,1,"[1] Information We Collect and Use: The Personal Information you provide is used for such purposes as answering questions, improving the content of the Services, customizing the advertising and content you see, and communicating with you about Company's products and services, including specials and new features.Personal Information You Provide to Us: We receive and store any information you enter on our Services or provide to us in any other way, including via any third party site or service through which you authorize us to access your information (e.g., Facebook). The types of Personal Information collected in this fashion may include but not limited to, an individual's name, phone number, credit card or other billing information, email address and home address. This Privacy Policy in no way limits or restricts our collection of aggregate or anonymous information. In this Privacy Policy, we refer to all information collected from or about you, including personal information and non-personal information, as ""Your Information."" Use of Applications: When you launch any of our applications, we collect information regarding your device type, operating system and version, carrier provider, IP address, Media Access Control (MAC) address, International Equipment Mobile ID (IMEI), whether you are using a point package, the game version, the device's geo-location, language settings, and unique device ID. In addition, we create a unique user ID to track your use of our Service. This unique user ID is stored in connection with your Account profile information to enable us to move Your Information to a new device at your request. In addition, it may be used to link a character with which you play our games to your username on the Forums. When you play our games, we also collect information about your play and interaction with other users and the Service."
12,2,
12,3,
12,4,
12,5,"[3] Contacting Us: If you have any questions or concerns regarding privacy on our Services, please send us a detailed message at support@citygamellc.com. We will make every effort to resolve your concerns."
13,1,"Information You Give Us We may collect information you choose to provide to us, such as your‎ name, email address, mobile phone number,‎ your photo, your friends' contact information as stored on your phone, and the content that you create, such as your texts, photos, and videos. If, as part of your use of the Service, you connect your Service account with an account from a supported social network account, such as Facebook (a ""Social Media Account""), we may receive personal information from the corresponding social network that relates to your Social Media Account. Such personal information may be about you and/or your Social Media Account contacts. Please check the policies of the applicable social network in order to understand what information we receive. Even if you later disconnect your Service account from your Social Media Account, we still keep a copy of the personal information (such as your Social Media Account profile photo and your contact list) that we received from the connection of the two accounts, so that we may more easily connect you with your Social Media Account contacts who register with the Service in the future.Information We Get from Others We may get information about you from other sources, including from social networks you link to through the Service. We may add this to information we get from the Service.Information Automatically Collected We use a third-party Service Provider (defined below) to automatically log information about you and your computer or mobile device, and how you use and interact with the Service. For example, when you access the Service, we may log‎ your operating system type,‎ browser type and‎ language,‎ the pages you viewed,‎ how long you spent on a page,‎ access times,‎ Internet protocol (IP) address, your mobile device ID, mobile device serial number, unique user ID, wireless carrier, and information about your use of and actions on the Service. We may also use third party advertisements to support our Service. Some of these advertisers may use technology such as cookies, web beacons, pixel tags, or log files when they advertise on our Service, which may send these advertisers information, including your non-personal information."
13,2,"We may log information using ""cookies."" Cookies are small data files stored on your hard drive by a website. Cookies help us make our Service and your visit better. We use cookies to see which parts of our Service people use and like and to count visits to our Service.Web Beacons We may log information using digital images called Web beacons on our Service or in our emails. We use Web beacons to manage cookies, count visits, and to learn what marketing works and what does not. We also use Web Beacons to tell if you open or act on our emails.Tracking Options and California Do Not Track Disclosures. You may adjust your browser or operating system settings to limit this tracking or to decline cookies, but by doing so, you may not be able to use certain features on the Service or take full advantage of all of our offerings. Check the ""Help"" menu of your browser or operating system to learn how to change your tracking settings or cookie preferences. To learn more about the use of cookies or other technologies to deliver more relevant advertising and your choices about not having this information used by certain Service Providers (defined below), please click here. On your mobile device, you can adjust your privacy and advertising settings to limit your tracking for advertising or control whether you receive more relevant advertising. Note that our systems may not recognize Do Not Track headers or requests from some or all browsers.Use of information We may use the information we collect from and about you to (1) operate, maintain, and improve our Service; (2) allow you to find and connect with your friends (when instructed by you); (3) let your friends know about your activity on the Service; (4) monitor and analyze usage and trends and personalize and improve the Service and your experience using the Service; (5) respond to your comments and questions and provide customer service; (6) send information including confirmations, invoices, technical notices, updates, security alerts, and support and administrative messages; (7) protect, investigate, and deter against fraudulent, unauthorized, or illegal activity; and (8) provide and deliver products and services that you request."
13,3,
13,4,"Sharing of personal information We may share the information we collect from and about you (1) with other Service users and social networking services, according to your account preferences; (2) with your consent; (3) for legal, protection, and safety purposes; (4) to comply with laws and in response to lawful requests and legal processes; (5) to protect the rights and property of Joya Communications Inc., our agents, customers, and others, including by enforcing our agreements, policies, and terms of use; and (6) with those who need it to do work for us (our ""Service Providers"").We may sell or purchase assets during the normal course of our business. If another entity acquires us or any of our assets, information we have collected about you may be transferred to such entity. In addition, if any bankruptcy or reorganization proceeding is brought by or against us, such information may be considered an asset of ours and may be sold or transferred to third parties. Should such a sale or transfer occur, we will use reasonable efforts to try to require that the transferee use personal information provided through this Service in a manner that is consistent with this Policy."
13,5,"Your California privacy rights For California residents: We may share your personal information with third parties (including affiliated third parties which may not share the Joya Communications Inc. name) for their direct marketing purposes. Under California law, you may request information about our disclosure of personal information to third parties for their direct marketing purposes. To make such a request, please contact us at privacy@getjoya.com.Contact information We welcome your comments or questions about this Policy. You may contact us at privacy@getjoya.com"
14,1,"1. The Information We Collect And Store We may collect and store the following information when running the ColorNote Service: Information You Provide. When you register for an account, we collect some Personal Information, such as your name and email address. You may also ask us to import your contacts by giving us access to your third party services (for example, your email account) or to use your social networking information if you give us access to your account on social network connection services. You may also provide us with your contacts' email addresses when sharing folders or files with them. We may also receive Personal Information (for example, your email address) through other users, for example if they have tried to share something with you.Log Data. When you use the Service, we automatically record information from your Device, its software, and your activity using the Service. This may include the Device's Internet Protocol (""IP"") address, information you search for through the Service, locale preferences, identification numbers associated with your Devices, your mobile carrier, date and time stamps, system configuration information, and other interactions with the Service."
14,2,"Cookies. We also use ""cookies"" to collect information and improve our Service. A cookie is a small data file that we transfer to your Device. We may use ""persistent cookies"" to save your registration ID and login password for future logins to the Service. We may use ""session ID cookies"" to enable certain features of the Service, to better understand how you interact with the Service and to monitor aggregate usage and web traffic routing on the Service. You can instruct your browser, by changing its options, to stop accepting cookies or to prompt you before accepting a cookie from the websites you visit. If you do not accept cookies, however, you may not be able to use all aspects of the Service.2. How We Use Personal Information Personal Information. In the course of using the Service, we may collect personal information that can be used to contact or identify you (""Personal Information""). Personal Information is or may be used: (i) to provide and improve our Service, (ii) to administer your use of the Service, (iii) to better understand your needs and interests, (iv) to personalize and improve your experience, and (v) to provide or offer software updates and product announcements. If we communicate with you, and you no longer wish to receive communications from us, please follow the ""unsubscribe"" instructions provided in any of those communications, or update your settings information.Analytics. We also collect some information (ourselves or using third party services) using logging and cookies, such as IP address, which can sometimes be correlated with personal information. We use this information for the above purposes and to monitor and analyze use of the Service, for the Service's technical administration, to increase our Service's functionality and user-friendliness, and to verify users have the authorization needed for the Service to process their requests."
14,3,"Geo-Location Information. Some Devices allow applications to access real-time location-based information (for example, GPS). Our mobile application does not collect such information from your mobile device at any time while you download or use our mobile apps as of the date this policy went into effect, but may do so in the future with your consent to improve our Service."
14,4,"3. Information Sharing and Disclosure Use. We do not sell your personal information to third parties. We may also share or disclose your information with your consent, for example if you use a third party application to access your account (see below). Through certain features of the Service, you may also have the ability to make some of your information public.Service Providers, Business Partners and Others. We may use certain trusted third party companies and individuals to help us provide, analyze, and improve the Service (including but not limited to data storage, maintenance services, database management, web analytics, and improvement of the Service's features). These third parties may have access to your information only for purposes of performing these tasks on our behalf and under obligations similar to those in this Privacy Policy.Third-Party Applications. We may share your information with a third party application with your consent, for example when you choose to access our Service through such an application. We are not responsible for what those parties do with your information, so you should make sure you trust the application and that it has a privacy policy acceptable to you.Compliance with Laws and Law Enforcement Requests; Protection of ColorNote's Rights. We may disclose to parties outside ColorNote Data and information about you that we collect when we have a good faith belief that disclosure is reasonably necessary to (a) comply with a law, regulation or compulsory legal request; (b) protect the safety of any person from death or serious bodily injury; (c) prevent fraud or abuse of ColorNote or its users; or (d) to protect ColorNote's property rights.Business Transfers. If we are involved in a merger, acquisition, or sale of all or a portion of our assets, your information may be transferred as part of that transaction, but we will notify you (for example, via email and/or a prominent notice on our website) of any change in control or use of your Personal Information or Data, or if either become subject to a different Privacy Policy. We will also notify you of choices you may have regarding the information.Non-Private or Non-Personal Information. We may disclose your non-private, aggregated, or otherwise non-personal information, such as usage statistics of our Service."
14,5,
15,1,"We only collect personally identifiable information about you that you provide us with voluntarily and deliberately, e.g. by registering for our newsletter. In any event, the only personally identifiable information we collect about you are your name and your email address.We keep personal data until you delete it.We remove personally identifiable information (such as your name or email) and other preferences associated with your account promptly upon your request. We may retain other data indefinitely.Information we collect may be stored or processed on computers located in any country where we do business."
15,2,"Apart from that, we only collect anonymous information. We use technologies like cookies (small files stored by your browser), web beacons, or unique device identifiers to anonymously identify your computer or device so we can deliver a better experience. Our systems also log information like your browser, operating system and IP address."
15,3,We do not store or share your precise location.We do not use or collect your precise geographic location.
15,4,"We don't share your personal data with other companies.We generally do not share personally identifiable information (such as name, address, email or phone) with other companies.No ad companies collect data through our service.We do not allow advertising companies to collect data through our service for ad targeting.To operate the service, we also may make identifiable and anonymous information available to third parties in these limited circumstances: (1) with your express consent, (2) when we have a good faith belief it is required by law, (3) when we have a good faith belief it is necessary to protect our rights or property, or (4) to any successor or purchaser in a merger, acquisition, liquidation, dissolution or sale of assets. Your consent will not be required for disclosure in these cases, but we will attempt to notify you, to the extent permitted by law to do so."
15,5,"You can contact us by email to request any personally identifiable information we have stored, such as your name or email.If you have any questions or concerns about our privacy policies, please contact us: info@algoriddim.com algoriddim GmbH, Verterinärstr. 2, 80539 Munich, Germany If you have given us contact information but do not want us to contact you with promotional or marketing information, you can opt-out here: www.algoriddim.com/unsubscribe Please allow sufficient time for us to process your request."
16,1,"Personal Information: ""Personal Information"" is information that identifies you, which may be transmitted or received when you use J4F Services. Personal Information may be: your name, telephone number, email address, physical address, calendar entries, phonebook entries, files, photos, geographical location and any other information that can identify you.We do NOT collect any Personal Information about you.Non-Personal Information: ""Non-Personal Information"" is information that does not directly identify you or any other individuals. Non-Personal Information may be: type/model of your mobile device, Android/iOS version, language used in system, country code or information about how you use your device.We do NOT collect any Non-Personal Information about you. How we store, use and disclose information about youAs we do not collect any Personal or Non-Personal Information about you, we can't store, use or disclose it. Third-party servicesSome of our Android mobile applications and games (collectively called ""Products"") may require permissions like : ACCESS_COARSE_LOCATION, ACCESS_FINE_LOCATION, ACCESS_NETWORK_STATE, ACCESS_WIFI_STATE, CAMERA, INTERNET, READ_CONTACTS, READ_EXTERNAL_STORAGE, READ_PHONE_STATE, RECORD_AUDIO, SEND_SMS, SET_WALLPAPER, SYSTEM_ALERT_WINDOW, VIBRATE, WAKE_LOCK, WRITE_EXTERNAL_STORAGE (collectively called the ""Permissions"")"
16,2,"All Permissions are used in Products to provide best user experience. All personal and non-personal information obtained by the use of above Permissions are used only by the Products itself and are not stored, used, disclosed outside of the Products. Changes to our Privacy Policy"
16,3,
16,4,
16,5,"If you have any questions regarding privacy while using the J4F Services, or have questions about our practices, please contact us via email at just4funhelp@gmail.com"
17,1,"Information we collect We collect information to provide better services to all of our users - from figuring out basic stuff like which language you speak, to more complex things like which ads you'll find most useful, the people who matter most to you online, or which YouTube videos you might like.We collect information in the following ways: Information you give us. For example, many of our services require you to sign up for a AtomicAdd Account. When you do, we'll ask for personal information, like your name, email address, telephone number or credit card to store with your account. If you want to take full advantage of the sharing features we offer, we might also ask you to create a publicly visible AtomicAdd Profile, which may include your name and photo.Information we get from your use of our services. We collect information about the services that you use and how you use them, like when you watch a video on YouTube, visit a website that uses our advertising services, or view and interact with our ads and content. This information includes: Device information We collect device-specific information (such as your hardware model, operating system version, unique device identifiers, and mobile network information including phone number). AtomicAdd may associate your device identifiers or phone number with your AtomicAdd Account.Log information When you use our services or view content provided by AtomicAdd, we automatically collect and store certain information in server logs. This includes: details of how you used our service, such as your search queries.telephony log information like your phone number, calling-party number, forwarding numbers, time and date of calls, duration of calls, SMS routing information and types of calls. Internet protocol address.device event information such as crashes, system activity, hardware settings, browser type, browser language, the date and time of your request and referral URL. cookies that may uniquely identify your browser or your AtomicAdd Account.Unique application numbers Certain services include a unique application number. This number and information about your installation (for example, the operating system type and application version number) may be sent to AtomicAdd when you install or uninstall that service or when that service periodically contacts our servers, such as for automatic updates.When you contact AtomicAdd, we keep a record of your communication to help solve any issues you might be facing. We may use your email address to inform you about our services, such as letting you know about upcoming changes or improvements."
17,2,"Cookies and similar technologies We and our partners use various technologies to collect and store information when you visit a AtomicAdd service, and this may include using cookies or similar technologies to identify your browser or device. We also use these technologies to collect and store information when you interact with services we offer to our partners, such as advertising services or AtomicAdd features that may appear on other sites. Our AtomicAdd Analytics product helps businesses and site owners analyze the traffic to their websites and apps. When used in conjunction with our advertising services, such as those using the DoubleClick cookie, AtomicAdd Analytics information is linked, by the AtomicAdd Analytics customer or by AtomicAdd, using AtomicAdd technology, with information about visits to multiple sites.How we use information we collect We use the information we collect from all of our services to provide, maintain, protect and improve them, to develop new ones, and to protect AtomicAdd and our users. We also use this information to offer you tailored content - like giving you more relevant search results and ads.We may use the name you provide for your AtomicAdd Profile across all of the services we offer that require a AtomicAdd Account. In addition, we may replace past names associated with your AtomicAdd Account so that you are represented consistently across all our services. If other users already have your email, or other information that identifies you, we may show them your publicly visible AtomicAdd Profile information, such as your name and photo.We use information collected from cookies and other technologies, like pixel tags, to improve your user experience and the overall quality of our services. One of the products we use to do this on our own services is AtomicAdd Analytics. For example, by saving your language preferences, we'll be able to have our services appear in the language you prefer. When showing you tailored ads, we will not associate an identifier from cookies or similar technologies with sensitive categories, such as those based on race, religion, sexual orientation or health.You may also set your browser to block all cookies, including cookies associated with our services, or to indicate when a cookie is being set by us. However, it's important to remember that many of our services may not function properly if your cookies are disabled. For example, we may not remember your language preferences."
17,3,"Location information When you use AtomicAdd services, we may collect and process information about your actual location. We use various technologies to determine location, including IP address, GPS, and other sensors that may, for example, provide AtomicAdd with information on nearby devices, Wi-Fi access points and cell towers."
17,4,"Information we share We do not share personal information with companies, organizations and individuals outside of AtomicAdd unless one of the following circumstances applies: With your consent We will share personal information with companies, organizations or individuals outside of AtomicAdd when we have your consent to do so. We require opt-in consent for the sharing of any sensitive personal information.For legal reasons We will share personal information with companies, organizations or individuals outside of AtomicAdd if we have a good-faith belief that access, use, preservation or disclosure of the information is reasonably necessary to: meet any applicable law, regulation, legal process or enforceable governmental request.We may share aggregated, non-personally identifiable information publicly and with our partners - like publishers, advertisers or connected sites. For example, we may share information publicly to show trends about the general use of our services.If AtomicAdd is involved in a merger, acquisition or asset sale, we will continue to ensure the confidentiality of any personal information and give affected users notice before personal information is transferred or becomes subject to a different privacy policy.Our Privacy Policy does not apply to services offered by other companies or individuals, including products or sites that may be displayed to you in search results, sites that may include AtomicAdd services, or other sites linked from our services. Our Privacy Policy does not cover the information practices of other companies and organizations who advertise our services, and who may use cookies, pixel tags and other technologies to serve and offer relevant ads."
17,5,
18,1,"User data collection Trajkovski Labs's apps do not collect, store, use, process and share any user information including: names, phone numbers, e-mail addresses and passwords. However, we use 3rd party ad service in our apps (Google AdMob) and it's privacy policy can be read on the following page: https://www.google.com/policies/privacy/Recorded audio in some apps is used only for internal calculations and is not by any means collected, stored and shared unless it is saved by the user."
18,2,
18,3,"Additional permissions Requested location in some apps is used only for internal calculations and is not by any means collected, stored and shared unless it is saved by the user."
18,4,
18,5,"Contacting Us If there are any questions regarding this Privacy Policy you may contact us by email or using the information below: Borce Trajkovski Trajkovski Labs 7000 Bitola Macedonia ©2017 Borce Trajkovski, All rights reserved. Contact:"
19,1,"Information from user or user devices When users register, download, install, access, activate or otherwise use the Service or interact with us on our website, Received Information may be received, processed and retained from user and devices the user may use in interactions with the Service.Received Information may include any of the following: geo-location, IP address, device ID or unique identifier, device manufacturer and type, device and hardware settings, ID for advertising, ad data, operating system, operator, IMSI (international mobile subscriber identity), certain information regarding contacts contained in user device phone books (""Contacts""), phone number, connection information, screen resolution, usage statistics, device log and event information, incoming and outgoing calls and messages, times and date of calls, duration of calls, behavioral information, version of the Software used, and other information based on interactions with the Services.In addition, if a user provides user identifier information for third party social media services, such as Facebook, Google+, LinkedIn, Twitter and Foursquare, so that the Services can interoperate with the social media services, the user's identifier associated with the social media service (including mapped photos where applicable) will be stored and processed.Please note that we never store any passwords to any social media service.Data/names may also be associated with a phone number through our name/data tagging functionality, which allows a user who receives a call from a phone number which is not associated with data or a name in our resources to indicate the data/name to be associated with that number. This data/name will only be associated with a number through the name/data tagging functionality if a sufficient number of independent users, based on our algorithms, have indicated similar data/name for the relevant number.When a user reports a phone number as being ""spam"", we store that phone number in combination with the user's internal ID in order to maintain the user's spam list online and also for the purpose of building a community-based spam-blocking directory.We receive data from Public Resources (as defined under the Terms of Service) associated with users and user Contacts, including from social networks to which users or user Contacts are registered, such as Facebook, Google+, Linkedin, Twitter, and Foursquare.Third party partners may be engaged for the purpose of identifying users and delivering to them interest-based content and advertisements. We may share Received Information with our partners such as name, postal address, email, or other identifier and may do so in non-human readable form. Our partners also may collect information directly from user devices, such as IP address, device ID, information about browser or operating system, and depending on device settings, geographic location data, including GPS coordinates (e.g. latitude and/or longitude) or similar information regarding the location of the device, and may combine their our information including Received Information with information from other sources; and may place or recognize unique cookies on user browsers. To opt-out of third party cookies, please go to http://www.aboutads.info/choices. To opt-out of the use of device IDs for targeted advertising, please see http://www.aboutads.info/appchoices. ContentYou may upload and share information, including Received Information, into the Service as content (""Content""), subject to your adherence with this Privacy Policy and the Terms of Service. Content may take the form of your profile information, contact information, or other types of information that you upload or otherwise share. All Content may be available to us and to other users, we do not moderate or protect Content, and notwithstanding any other provision herein, you should not have any expectation of privacy with respect to Content.We may retain information indefinitely except where prohibited by law. If you wish to delete any of your Received Information from our resources and/or servers, please send an email to: support@callapp.com, and we will make reasonable efforts to delete such Received Information pursuant to applicable privacy law requirements. In such event, subject to applicable privacy laws, your information will be deleted or unlisted from our active database but may remain in our archives."
19,2,"Information associated with users is collected from cookies and similar technologies such as digital identifiers, log files, web beacons, and plugins (""Cookies""), which store certain information from user devices, allowing us to understand and save preferences for future visits and to compile aggregate data about site traffic and site interaction. If a user provides Received Information to us, then this Received Information may be linked to data stored in Cookies.Information may also be collected by third-party Cookies, which are Cookies that are controlled by a third party and not by us, that store certain Received Information on user devices (""Third-Party Cookies""). Third-Party Cookies may be updated each time a user uses the Service, or each time a user visits other websites or access other applications using similar types of Cookies. We do not control Third-Party Cookies or the types of information that are compiled by them, or the use of Received Information by the relevant third party.Information, including Received Information, may be used by us to: provide, maintain and improve the Service, enhance and personalize your experience on the Service, provide you with information and services that are available only to registered users of the Service, share Content with other users of the Service and facilitate communications between users of the Service. help us learn about specific preferences and general trends, provide you with information about the Service and allow us to respond to your queries, allow us to identify and contact you, including in connection with promotional offers and customer service operations such as software updates, provide you with tailored content such as search results and advertisements that may be relevant to you, develop new services and software, understand traffic to our site and for other internal purposes, resolve disputes and enforce our policies including our Terms of Service, detect, prevent, or otherwise address fraud, security or technical issues, protect CallApp and its users. Sharing Received Information"
19,3,
19,4,"Other users of the Services may provide us with Received Information about you, and you hereby provide your consent to our use and sharing of such Received Information.Information, including Received Information, may be shared with third parties as follows: to third party service providers and other users in connection with the provision of the Service, to satisfy applicable law, regulation, legal process, or governmental request,Received Information shared with third parties may be provided in hashed or encrypted form, consistent with market practices, and may be used to identify users across devices and channels for the purpose of serving targeted advertising. We may be compensated for information, including Received Information, shared with third parties. Users will not receive compensation in connection with such sharing or other use. Third Party PartnersThird-party vendors, including Google, use Cookies to serve ads based on a user's prior visits to our website and other websites. Google's use of advertising Cookies enables it and its partners to serve ads based on visits to our site or other sites on the internet. You can opt out of personalized advertising by visiting Google's Ads Settings. Alternately, you can opt out of other third-party vendors' uses of cookies by visiting the Digital Advertising Alliance's (DAA) opt out page at http://www.aboutads.info/choices or http://www.aboutads.info/appchoices. To find out more about how Google uses data it collects please visit Google Privacy & Principals.The Service may contain links to third-party websites. We are not responsible or liable for the privacy policies, practices, Received Information or other content collected, received, stored, used, or shared by third-party websites. We encourage you to carefully read the privacy policies and the terms of use or service of third party websites prior to submitting any information, including Received Information.Upon user information, including Received Information, being shared with a third party, we will continue treat the user's information according to the terms of this Privacy Policy, and the relevant third party will treat the user's information according to the terms of its own privacy policy. Opting Out"
19,5,"You may unlist your number from the Service by logging onto http://www.callapp.com/unlist. Once you are unlisted from the Service, CallApp will not search the CallApp Universal Contact Book for your phone number. However, your details may still be available to us through Public Resources.If you have an inquiry or complaint about this Privacy Policy or our information collection practices, please contact CallApp at support@callapp.com.SUPPORT FAQ Privacy policy Terms of service Contact About Jobs Support Contact"
20,1,"Information Collection & Use Registration In order to use Camfrog, you must first complete the registration form. During registration you are required to give contact information such as your email address. We use this information to contact you about services on our site in which you have expressed interest. Please see below for Information and Sharing Disclosure.Uses of Information Camfrog's primary goal in collecting personal information is to provide you, the user, with a customized experience on Camfrog and through our partners. This includes personalization services, interactive communications, and many other types of services, most of which are completely free to you. In order to provide services free of charge, we display advertisements and encourage your participation. By knowing a little about you, Camfrog is able to deliver more relevant advertisements and content, and hence better service, to you.We use outside credit card processing companies to bill you for Camfrog services. These companies do not retain, share, store or use personally identifiable information for any other purposes. We use outside email delivery systems to contact you and provide you with pertinent information via email. These companies do not retain, share, store or use personally identifiable information for any other purposes. AdvertisingWe use third-party advertising companies and advertising networks to serve ads to you on our behalf when you visit our Web site. These companies may use information (not including personal information such as your name, address email address or telephone number) about your visits to this and other web sites in order to provide advertisements about goods and services of interest to you. Legal Disclaimer We reserve the right to disclose your personally identifiable information as required by law and when we believe that disclosure is necessary to protect our rights and/or to comply with a judicial proceeding, court order, or legal process served on our Web site.Log Files As is true of most Web sites, we gather certain information automatically and store it in log files. This information includes internet protocol (IP) addresses, browser type, internet service provider (ISP), referring/exit pages, operating system, date/time stamp, and point to point, room visit, media and camera, game, pond, snapshot, file transfer, IM, custom status, contact list and clickstream data.Camfrog Discussion Rooms If you use a discussion room on Camfrog, you should be aware that any personally identifiable information you submit there can be read, collected, or used by other users of these forums, and could be used to send you unsolicited messages. We are not responsible for the personally identifiable information you choose to submit in these forums."
20,2,"We store information that we collect through cookies, log files, clear gifs, to create a ""profile"" of your preferences. Camfrog collects personally identifiable information from our Users at several different points on our Website or through our downloaded software. We tie your personally identifiable information, and your purchasing history, to information in the profile, in order to provide tailored promotions and marketing offers and to improve the content of the site for you. We do not share your profile with other third parties without your consent. OrdersCookies A cookie is a small text file that is stored on a user's computer for record-keeping purposes. We use session ID cookies on this site to maintain your subscription and maintain your account. We do not link the information we store in cookies to any personally identifiable information you submit while on our site. We use session cookies to make it easier for you to navigate our site. A session ID cookie expires when you close your browser.Clear Gifs We employ a software technology called clear gifs that help us better manage content on our site by informing us what content is effective. Clear gifs are tiny graphics with a unique identifier, similar in function to cookies, and are used to track the online movements of Web users. In contrast to cookies, which are stored on a user's computer hard drive, clear gifs are embedded invisibly on Web pages and are about the size of the period at the end of this sentence. We do not tie the information gathered by clear gifs to our customers' personally identifiable information."
